,Tweet,tags,Processed_Tweets,Tweets_Adjectives,Tweets_Sentiment,Subjectivity,Polarity,Sentiment
4933,b'literally omg its so funny when theres some video of an obese person eating &amp; theyre like stop promoting obesity... https://t.co/rrmb3cmxt6',obesity,b'literally omg funny theres video obese person eating amp theyre like stop promoting obesity ...,omg funny obese amp,literally omg funny there video obese person eating amp theyre like stop promoting obesity ...,1.0,0.25,Positive
4934,"b'rt @01core_ben: this really is absolutely insane when you think about it. obesity is one of the primary causes of chronic illnesses, which...'",obesity,b'rt really absolutely insane think obesity one primary causes chronic illnesses ...,insane primary chronic, really absolutely insane think obesity one primary cause chronic illness ...,0.75,-0.3,Negative
4935,b'@sassy_soul_ @idliology sudden surge in enquiry for weightgain plans  \n#obesity is neither healthy nor attractive.... https://t.co/pwdqofvnkl',obesity,b sudden surge enquiry weightgain plans \nobesity neither healthy attractive ....,sudden healthy attractive,sudden surge enquiry weightgain plan \nobesity neither healthy attractive ....,0.6666666666666666,0.43333333333333335,Positive
4936,b'the obesity problem will go away quickly if we stop accepting these cookies on every website we visit.',obesity,b'the obesity problem go away quickly stop accepting cookies every website visit,,the obesity problem go away quickly stop accepting cooky every website visit,0.5,0.3333333333333333,Positive
4937,"b'@beachlife321x @oliveneverdown @obepraisegod @tampa_joe_813 @govrondesantis thats not freedom, its obesity!'",obesity,b thats freedom obesity,,thats freedom obesity,0.0,0.0,Neutral
4938,b'study hints healthier school lunch can reduce obesity https://t.co/8hvmgafanw',obesity,b'study hints healthier school lunch reduce obesity,healthier,study hint healthier school lunch reduce obesity,0.0,0.0,Neutral
4939,b'me in class tomorrow making a speech on how childhood obesity is the parents fault https://t.co/em7glpszzo',obesity,b'me class tomorrow making speech childhood obesity parents fault,me speech,me class tomorrow making speech childhood obesity parent fault,0.0,0.0,Neutral
4940,"b""bbc news - 'bike desks' combat obesity in mexico\ninteresting way to fight obesity in school kids https://t.co/syt1ync5zn""",obesity,b '' bbc news 'bike desks combat obesity mexico\ninteresting way fight obesity school kids,bbc fight,`` bbc news 'bike desk combat obesity mexico\ninteresting way fight obesity school kid,0.0,0.0,Neutral
4941,b'its time to move towards solidarity and success in obesity action: https://t.co/y47eksevxh',obesity,b'its time move towards solidarity success obesity action,,its time move towards solidarity success obesity action,0.05,0.2,Positive
4942,b'many professional associations recognise #obesity as a health challenge requiring chronic disease management. \n\nthi... https://t.co/ffpubquo1p',obesity,b'many professional associations recognise obesity health challenge requiring chronic disease management \n\nthi ...,many professional chronic,many professional association recognise obesity health challenge requiring chronic disease management \n\nthi ...,0.3,0.3,Positive
4943,b'@margare00587959 @rwmalonemd ralphs incurable morbid obesity indicates an unacceptable taxing of natural resource... https://t.co/aleixjzcr8',obesity,b ralphs incurable morbid obesity indicates unacceptable taxing natural resource ...,incurable unacceptable natural,ralphs incurable morbid obesity indicates unacceptable taxing natural resource ...,0.5,-0.2,Negative
4944,b'7th international conference on obesity and chronic diseases in june 2024 london https://t.co/pciji0wdel',obesity,b'th international conference obesity chronic diseases june london,th international chronic,th international conference obesity chronic disease june london,0.0,0.0,Neutral
4945,"b""latin america putting the brakes on obesity | nature's real health https://t.co/qq2dopgtnl""",obesity,b '' latin america putting brakes obesity nature 's real health,latin obesity real,`` latin america putting brake obesity nature 's real health,0.30000000000000004,0.2,Positive
4946,b'@mongraalair @jones_brandon08 @sneako i think thats just abt obesity. cuz thats like 100cms which is borderline o... https://t.co/hdk4lapozv',obesity,b think thats abt obesity cuz thats like cms borderline ...,,think thats abt obesity cuz thats like cm borderline ...,0.0,0.0,Neutral
4947,"b'rt @worldobesity: during the @who #eb152, member states renewed world obesitys official relation status and approved a new three-year work...'",obesity,b'rt eb member states renewed world obesitys official relation status approved new three-year work ...,official new threeyear, emember state renewed world obesity official relation status approved new three-year work ...,0.45454545454545453,0.13636363636363635,Positive
4948,"b""covid-19 yields more obesity &amp; deaths for americans | nature's real health https://t.co/mkbenrg3cb""",obesity,b '' covid- yields obesity amp deaths americans nature 's real health,covid real,`` covid- yield obesity amp death american nature 's real health,0.15000000000000002,0.1,Positive
4949,b'i approve of her choice not to procreate. obesity levels are high enough as it is. https://t.co/9qshbzyxxr https://t.co/pxij00tmev',obesity,b approve choice procreate obesity levels high enough,high,approve choice procreate obesity level high enough,0.52,0.08,Positive
4950,b'@osowxvyy might solve the obesity crisis tbf',obesity,b might solve obesity crisis tbf,,might solve obesity crisis tbf,0.0,0.0,Neutral
4951,b'@bambiey57428487 @returnofrandyw @nasescobar316 dont you guys have the highest obesity rates in the country? lmfao.',obesity,b dont guys highest obesity rates country lmfao,,dont guy highest obesity rate country lmfao,0.0,0.0,Neutral
4952,"b'its pent up demand- patients with #obesity dont get care they need and deserve- after significant weight loss, pa... https://t.co/ov8ls2lbdw'",obesity,b'its pent demand- patients obesity dont get care need deserve- significant weight loss pa ...,pent demand significant weight,its pent demand- patient obesity dont get care need deserve- significant weight loss pa ...,0.875,0.375,Positive
4953,b'study hints healthier school lunch can reduce obesity https://t.co/jzou9q4hzs #science',obesity,b'study hints healthier school lunch reduce obesity science,healthier,study hint healthier school lunch reduce obesity science,0.0,0.0,Neutral
4954,"b'rt @easoobesityecn: #eco2023 is 17-20th may in dublin  where we acknowledge the best obesity-related thesis. \n\n#eco2022 winner, @lm_tully...'",obesity,b'rt eco -th may dublin acknowledge best obesity-related thesis \n\neco winner ...,obesityrelated, eco -th may dublin acknowledge best obesity-related thesis \n\neco winner ...,0.3,1.0,Positive
4955,b'@theonlyguru this is why we have an obesity crisis!',obesity,b obesity crisis,,obesity crisis,0.0,0.0,Neutral
4956,b'@calleymeans semaglutide (obesity drug) could earn pharmaceutical companies more than $500 billion per year. \n\nit w... https://t.co/patyc2tdpe',obesity,b semaglutide obesity drug could earn pharmaceutical companies billion per year \n\nit w ...,semaglutide pharmaceutical,semaglutide obesity drug could earn pharmaceutical company billion per year \n\nit w ...,0.0,0.0,Neutral
4957,b'keeping us away from obesity # # # the third black https://t.co/oqmpky42e7',obesity,b'keeping us away obesity third black,obesity third black,keeping u away obesity third black,0.21666666666666667,-0.08333333333333333,Negative
4958,b'surprised they didnt throw wokeness out there as a reason for childhood obesity as well https://t.co/blmebzvscc',obesity,b'surprised didnt throw wokeness reason childhood obesity well,,surprised didnt throw wokeness reason childhood obesity well,0.9,0.1,Positive
4959,b'@msnbc the far lefts obsession with obesity is going mental',obesity,b far lefts obsession obesity going mental,lefts mental,far left obsession obesity going mental,0.39999999999999997,0.0,Neutral
4960,b'study hints healthier school lunch can reduce obesity https://t.co/hldash17v4',obesity,b'study hints healthier school lunch reduce obesity,healthier,study hint healthier school lunch reduce obesity,0.0,0.0,Neutral
4961,"b'""diagnosed with obesity""\n\nyou really gotta be ""diagnosed"" to know you have a problem?! \n\nfuck off @cbc and stop pr... https://t.co/huvjkxgjqp'",obesity,b '' diagnosed obesity '' \n\nyou really got ta `` diagnosed '' know problem \n\nfuck stop pr ...,diagnosed ta know,`` diagnosed obesity `` \n\nyou really got ta `` diagnosed `` know problem \n\nfuck stop pr ...,0.2,0.2,Positive
4962,"b""there's a dog obesity crisis in the united kingdom\nhttps://t.co/qcwew4vttm""",obesity,b '' 's dog obesity crisis united kingdom\n,,`` 's dog obesity crisis united kingdom\n,0.0,0.0,Neutral
4963,b'rt @michaelalbertmd: i desperately want to redefine the disease of obesity as a clinical syndrome described by its biological underpinnings...',obesity,b'rt desperately want redefine disease obesity clinical syndrome described biological underpinnings ...,redefine clinical biological, desperately want redefine disease obesity clinical syndrome described biological underpinnings ...,1.0,-0.6,Negative
4964,"b'find a person more knowledgeable &amp; experienced than moi re food addiction, weight loss, obesity &amp; psychology and i... https://t.co/hxmtbrdrt6'",obesity,b'find person knowledgeable amp experienced moi food addiction weight loss obesity amp psychology ...,knowledgeable moi,find person knowledgeable amp experienced moi food addiction weight loss obesity amp psychology ...,0.9,0.8,Positive
4965,b'@graceomalley03 @gop and the shootings will continue to occur...bc you are blaming the wrong ppl. thats like blaming obesity on mcdonalds.',obesity,b shootings continue occur ... bc blaming wrong ppl thats like blaming obesity mcdonalds,wrong ppl,shooting continue occur ... bc blaming wrong ppl thats like blaming obesity mcdonalds,0.9,-0.5,Negative
4966,"b'as a group, people with #obesity are both discriminated against and deemed not eligible for bariatric surgery - los... https://t.co/krbazmobln'",obesity,b'as group people obesity discriminated deemed eligible bariatric surgery los ...,eligible bariatric,as group people obesity discriminated deemed eligible bariatric surgery los ...,0.0,0.0,Neutral
4967,"b""rt @esendocrinology: find out how we're driving policy in europe through our ecas working groups on endocrine disruptors, obesity and cance...""",obesity,b '' rt find 're driving policy europe ecas working groups endocrine disruptors obesity cance ... '', endocrine,`` find 're driving policy europe ecas working group endocrine disruptors obesity cance ... ``,0.0,0.0,Neutral
4968,"b'@reasonable_meat @nimbusoflight @dopaminedrank obesity status, dude, chill\nthat guy can go back to his former shape... https://t.co/1x9fefmdt4'",obesity,b obesity status dude chill\nthat guy go back former shape ...,former,obesity status dude chill\nthat guy go back former shape ...,0.0,0.0,Neutral
4969,b'@rottenindenmark childhood obesity is being caused by cancel culture is what an ai bot fed nothing but fox headli... https://t.co/vfg8kgaaxh',obesity,b childhood obesity caused cancel culture ai bot fed nothing fox headli ...,cancel,childhood obesity caused cancel culture ai bot fed nothing fox headli ...,0.0,0.0,Neutral
