,tags,Cleaned_tweet,recommend,symptoms1
4254,flu,seems sudden chicken flu around world week    egg shortages   claim ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4255,flu,bird flu price gouging egg expensive snap food stamp cover ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4258,flu,bird flu continues spread mammal mean human wildlife via,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4261,flu,seems sudden chicken flu around world week    egg shortages   claim ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4263,flu,hope mine .. flu like thing xmas new year still sniffing tight bunged feeli ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4268,flu,  chicken n't sick avian flu authority fake testing allow slaug ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4269,flu,seems sudden chicken flu around world week    e ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4270,flu,  n't occurred seemingly small number snowy owl year might due avain flu apparently ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4279,flu,im sick severe case flu day,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4300,flu,  people even get flu shot 're crap  ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4305,flu,yes could strain hit lung sinus really hard much le flu symptom like last round,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4320,obesity,particularly awful freely created personal obesity problem advocate fo ,Eat high fibre foods.,No
4332,obesity,thing america lead    incarceration rate   obesity rate    divorce rate    illegal drug use   ,Eat high fibre foods.,No
4339,obesity,  let\ 's assume know root cause obesity broken record   eat le move   pre ,Eat high fibre foods.,No
4346,obesity,consuming calorie burn long period time cause obesity,Eat high fibre foods.,No
4351,obesity,obesity may higher mean bmi isnt much higher poor unhealthily skinn ,Eat high fibre foods.,No
4358,obesity,  heard repoobesity bad u among child 're point eating le movi ,Eat high fibre foods.,No
4367,obesity,lol uk worst obesity rate plus arguably worst food selection available,Eat high fibre foods.,No
4372,obesity,scientist warn loneliness worse health obesity smoking lack access healthcare ,Eat high fibre foods.,No
4380,obesity,thinking obesity pretty natural disgusting,Eat high fibre foods.,No
4382,obesity, idea combating obesity anyone utterly bad toxic first place people cared abo ,Eat high fibre foods.,No
4384,obesity, sick name promoting obesity promoting anorexia shaming people help ,Eat high fibre foods.,No
4386,obesity,if cant love ill least obesity,Eat high fibre foods.,No
4389,obesity, do hate white people fda gluttony brought u cancer obesity headama ,Eat high fibre foods.,No
4397,obesity,plague obesity among teen soar thus stark differentiation ,Eat high fibre foods.,No
4417,obesity,the idea combating obesity anyone utterly bad toxic first place people care ,Eat high fibre foods.,No
4423,obesity,  obesity 's devastating health consequence n't care one 's justification  ,Eat high fibre foods.,No
4425,obesity,nicki minaj cant even pick pencil due obesity,Eat high fibre foods.,No
4428,obesity,the center health research forefront studying prevention treatment obesity related chr ,Eat high fibre foods.,No
4442,obesity, in level obesity united kingdom expected reach percenta ,Eat high fibre foods.,No
4455,obesity,it really seems verge sopve obesity crisis   i skeptical first upon rea ,Eat high fibre foods.,No
4460,obesity, loneliness worse health obesity bad smoking cigarette day,Eat high fibre foods.,No
4464,obesity,loneliness worse health obesity bad smoking cigarette day,Eat high fibre foods.,No
4467,obesity,childhood obesity terrible epidemic let,Eat high fibre foods.,No
4468,obesity,american poor dieing obesity.  nobody america really suffers poverty except ,Eat high fibre foods.,No
4472,obesity,gun cause shooting like fork cause obesity car cause drunk driving. an inanimate object rema ,Eat high fibre foods.,No
4475,obesity,he also gon na live average u life expectancy severe obesity ,Eat high fibre foods.,No
4476,obesity,die obesity related complication long retirement age,Eat high fibre foods.,No
4486,obesity,knowing bad sugar still drink stuff obesity sugar,Eat high fibre foods.,No
4491,obesity,obesity hard fit hard choose hard,Eat high fibre foods.,No
4495,obesity,sad people dont think problem obesity rate ,Eat high fibre foods.,No
4503,obesity,  many christian men today weak.  they 're weak physically obesity rampant church.  they 're weak ,Eat high fibre foods.,No
4518,obesity,america messed come good obesity claim brutal think thing ,Eat high fibre foods.,No
4519,obesity,add climbing obesity rate among america youth tough see downward spiral,Eat high fibre foods.,No
4525,obesity,  crazy hear much unhealthy lizzo 's normalizing obesity meanwhile trump n't g ,Eat high fibre foods.,No
4529,obesity,people virus tend obese doesnt mean account even case obesity,Eat high fibre foods.,No
4543,obesity,badly fed mean obesity excess waste food ,Eat high fibre foods.,No
4560,obesity, let\ 's assume know root cause obesity broken record   eat le move   n ,Eat high fibre foods.,No
4563,obesity,suggesting get outraged junk food commercial obesity probably biggest co ,Eat high fibre foods.,No
4570,obesity, represent country territory worldwide   our membership base continues expand following r ,Eat high fibre foods.,No
4597,obesity,nah science number one cause death world headisease generally due obesity,Eat high fibre foods.,No
4600,obesity,  childhood obesity rate tripled past three decade center disease control prevention e ,Eat high fibre foods.,No
4618,obesity,in connecticut obesity treatment limited medicaid medicare cover medication private insur ,Eat high fibre foods.,No
4619,obesity, obesity complex multifactorial disease involving genetics epigenetic energy balance,Eat high fibre foods.,No
4626,obesity,one back day age man childhood obesity wasnt common ,Eat high fibre foods.,No
4628,obesity,it wrong statement say want combat obesity. more starve death trying comply. tell wan ,Eat high fibre foods.,No
4631,obesity,are everyday chemical contributing global obesity obesogens,Eat high fibre foods.,No
