,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final
4932,"b'@beachlife321x @oliveneverdown @obepraisegod @tampa_joe_813 @govrondesantis thats not freedom, its obesity!'",obesity,thats freedom obesity,0,0,Neutral,['obesity'],[],start a gratitude journal to write down three things they are grateful for each day
4933,b'study hints healthier school lunch can reduce obesity https://t.co/8hvmgafanw',obesity,study hint healthier school lunch reduce obesity,0,0,Neutral,"['study', 'hint', 'school', 'lunch', 'obesity']",['healthier'],"attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
4934,b'me in class tomorrow making a speech on how childhood obesity is the parents fault https://t.co/em7glpszzo',obesity,me class tomorrow making speech childhood obesity parent fault,0,0,Neutral,"['class', 'tomorrow', 'speech childhood', 'obesity', 'parent', 'fault']",['speech'],Radical Acceptance: Embracing Your Life with the Heart of a Buddha by Tara Brach (book)
4935,"b""bbc news - 'bike desks' combat obesity in mexico\ninteresting way to fight obesity in school kids https://t.co/syt1ync5zn""",obesity,  bbc news 'bike desk combat obesity mexico interesting way fight obesity school kid,0,0,Neutral,"['bbc news', 'desk', 'combat', 'obesity', 'mexico', 'interesting way', 'fight obesity', 'school', 'kid']","['bbc', 'interesting', 'fight']","attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
4936,b'its time to move towards solidarity and success in obesity action: https://t.co/y47eksevxh',obesity,its time move towards solidarity success obesity action,0.05,0.2,Positive,"['time', 'move', 'solidarity', 'success', 'obesity', 'action']",[],"The Mindful Way Through Depression by Mark Williams, John Teasdale, Zindel Segal, and Jon Kabat-Zinn (book)"
4937,b'many professional associations recognise #obesity as a health challenge requiring chronic disease management. \n\nthi... https://t.co/ffpubquo1p',obesity,many professional association recognise obesity health challenge requiring chronic disease management   thi ,0.3,0.3,Positive,"['many professional association', 'recognise', 'obesity', 'health', 'challenge', 'chronic disease', 'management', 'thi']","['many', 'professional', 'chronic']",The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
4938,b'@margare00587959 @rwmalonemd ralphs incurable morbid obesity indicates an unacceptable taxing of natural resource... https://t.co/aleixjzcr8',obesity,ralphs incurable morbid obesity indicates unacceptable taxing natural resource ,0.5,-0.2,Negative,"['ralphs', 'incurable morbid', 'obesity', 'natural resource']","['incurable', 'unacceptable', 'natural']",Eat high fibre foods.
4939,b'7th international conference on obesity and chronic diseases in june 2024 london https://t.co/pciji0wdel',obesity,th international conference obesity chronic disease june london,0,0,Neutral,"['th international conference', 'obesity', 'chronic disease', 'june', 'london']","['th', 'international', 'chronic']",The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
4940,"b""latin america putting the brakes on obesity | nature's real health https://t.co/qq2dopgtnl""",obesity,  latin america putting brake obesity nature 's real health,0.3,0.2,Positive,"['latin', 'america', 'brake', 'obesity', 'nature', 'real health']",['real'],Mindfulness-Based Stress Reduction Course 
4941,b'@mongraalair @jones_brandon08 @sneako i think thats just abt obesity. cuz thats like 100cms which is borderline o... https://t.co/hdk4lapozv',obesity,think thats abt obesity cuz thats like cm borderline ,0,0,Neutral,"['think', 'obesity', 'cuz', 'cm', 'borderline']",[],The Gifts of Imperfection by Brené Brown (book)
4942,"b'rt @worldobesity: during the @who #eb152, member states renewed world obesitys official relation status and approved a new three-year work...'",obesity, emember state renewed world obesity official relation status approved new three year work ,0.454545455,0.136363636,Positive,"['emember', 'state', 'world', 'obesity', 'official relation', 'status', 'year', 'work']","['official', 'new']",The Alchemist by Paulo Coelho (book)
4943,"b""covid-19 yields more obesity &amp; deaths for americans | nature's real health https://t.co/mkbenrg3cb""",obesity,  covid  yield obesity amp death american nature 's real health,0.15,0.1,Positive,"['covid yield', 'obesity', 'death', 'american nature', 'real health']","['covid', 'american', 'real']",The Four Agreements by Don Miguel Ruiz (book)
4944,b'i approve of her choice not to procreate. obesity levels are high enough as it is. https://t.co/9qshbzyxxr https://t.co/pxij00tmev',obesity,approve choice procreate obesity level high enough,0.52,0.08,Positive,"['choice', 'procreate', 'obesity', 'level']",['high'],The Miracle Morning by Hal Elrod (book)
4945,b'@osowxvyy might solve the obesity crisis tbf',obesity,might solve obesity crisis tbf,0,0,Neutral,"['obesity', 'crisis', 'tbf']",[],"take up a new hobby or creative pursuit, such as painting, photography, or writing"
4946,b'@bambiey57428487 @returnofrandyw @nasescobar316 dont you guys have the highest obesity rates in the country? lmfao.',obesity,dont guy highest obesity rate country lmfao,0,0,Neutral,"['dont', 'guy', 'obesity', 'rate', 'country', 'lmfao']",['highest'],The War of Art: Break Through the Blocks and Win Your Inner Creative Battles by Steven Pressfield (book)
4947,"b'its pent up demand- patients with #obesity dont get care they need and deserve- after significant weight loss, pa... https://t.co/ov8ls2lbdw'",obesity,its pent demand  patient obesity dont get care need deserve  significant weight loss pa ,0.875,0.375,Positive,"['pent demand', 'patient obesity', 'dont', 'get', 'care', 'significant weight loss', 'pa']","['pent', 'patient', 'significant', 'weight']","start a daily exercise routine, such as running, cycling, or weightlifting"
4948,b'study hints healthier school lunch can reduce obesity https://t.co/jzou9q4hzs #science',obesity,study hint healthier school lunch reduce obesity science,0,0,Neutral,"['study', 'hint', 'school', 'lunch', 'obesity', 'science']",['healthier'],Mindfulness-Based Stress Reduction Course 
4949,"b'rt @easoobesityecn: #eco2023 is 17-20th may in dublin  where we acknowledge the best obesity-related thesis. \n\n#eco2022 winner, @lm_tully...'",obesity, eco  th may dublin acknowledge best obesity related thesis   eco winner ,0.3,1,Positive,"['eco th', 'acknowledge', 'obesity', 'thesis', 'eco', 'winner']","['eco', 'best']",The Self-Acceptance Project Course by Sounds True (online course)
4950,b'@theonlyguru this is why we have an obesity crisis!',obesity,obesity crisis,0,0,Neutral,"['obesity', 'crisis']",[],The Power of Vulnerability Course by Brené Brown (online course)
4951,b'@calleymeans semaglutide (obesity drug) could earn pharmaceutical companies more than $500 billion per year. \n\nit w... https://t.co/patyc2tdpe',obesity,semaglutide obesity drug could earn pharmaceutical company billion per year   it w ,0,0,Neutral,"['semaglutide obesity', 'drug', 'pharmaceutical company', 'year']","['semaglutide', 'pharmaceutical']",The Power of Vulnerability Course by Brené Brown (online course)
4952,b'keeping us away from obesity # # # the third black https://t.co/oqmpky42e7',obesity,keeping u away obesity third black,0.216666667,-0.083333333,Negative,[],"['u', 'obesity', 'third', 'black']",Eat high fibre foods.
4953,b'surprised they didnt throw wokeness out there as a reason for childhood obesity as well https://t.co/blmebzvscc',obesity,surprised didnt throw wokeness reason childhood obesity well,0.9,0.1,Positive,"['surprised didnt', 'throw', 'wokeness', 'reason', 'childhood', 'obesity']",['surprised'],Positive Psychology: Martin Seligman's Visionary Science 
4954,b'@msnbc the far lefts obsession with obesity is going mental',obesity,far left obsession obesity going mental,0.4,0,Neutral,"['left obsession', 'obesity']","['left', 'mental']",The Seven Spiritual Laws of Success by Deepak Chopra (book)
4955,b'study hints healthier school lunch can reduce obesity https://t.co/hldash17v4',obesity,study hint healthier school lunch reduce obesity,0,0,Neutral,"['study', 'hint', 'school', 'lunch', 'obesity']",['healthier'],"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
4956,"b'""diagnosed with obesity""\n\nyou really gotta be ""diagnosed"" to know you have a problem?! \n\nfuck off @cbc and stop pr... https://t.co/huvjkxgjqp'",obesity,  diagnosed obesity     you really got ta   diagnosed   know problem   fuck stop pr ,0.2,0.2,Positive,"['obesity', 'problem', 'fuck', 'stop', 'pr']",[],"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
4957,"b""there's a dog obesity crisis in the united kingdom\nhttps://t.co/qcwew4vttm""",obesity,  's dog obesity crisis united kingdom ,0,0,Neutral,"['dog', 'obesity', 'crisis', 'kingdom']",[],"take up a new hobby or creative pursuit, such as painting, photography, or writing"
4958,b'rt @michaelalbertmd: i desperately want to redefine the disease of obesity as a clinical syndrome described by its biological underpinnings...',obesity, desperately want redefine disease obesity clinical syndrome described biological underpinnings ,1,-0.6,Negative,"['redefine disease', 'obesity', 'clinical syndrome']","['redefine', 'clinical', 'biological']",Eat high fibre foods.
4959,"b'find a person more knowledgeable &amp; experienced than moi re food addiction, weight loss, obesity &amp; psychology and i... https://t.co/hxmtbrdrt6'",obesity,find person knowledgeable amp experienced moi food addiction weight loss obesity amp psychology ,0.9,0.8,Positive,"['person', 'knowledgeable amp', 'moi food', 'addiction', 'loss', 'obesity', 'psychology']","['knowledgeable', 'moi']","The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
4960,b'@graceomalley03 @gop and the shootings will continue to occur...bc you are blaming the wrong ppl. thats like blaming obesity on mcdonalds.',obesity,shooting continue occur  bc blaming wrong ppl thats like blaming obesity mcdonalds,0.9,-0.5,Negative,"['continue', 'bc', 'obesity']","['wrong', 'ppl']",Eat high fibre foods.
4961,"b'as a group, people with #obesity are both discriminated against and deemed not eligible for bariatric surgery - los... https://t.co/krbazmobln'",obesity,as group people obesity discriminated deemed eligible bariatric surgery los ,0,0,Neutral,"['group', 'eligible bariatric surgery', 'los']","['eligible', 'bariatric']",The Alchemist by Paulo Coelho (book)
4962,"b""rt @esendocrinology: find out how we're driving policy in europe through our ecas working groups on endocrine disruptors, obesity and cance...""",obesity,  find 're driving policy europe ecas working group endocrine disruptors obesity cance   ,0,0,Neutral,"['policy', 'europe', 'group', 'obesity', 'cance']",['endocrine'],The Power of Vulnerability Course by Brené Brown (online course)
4963,"b'@reasonable_meat @nimbusoflight @dopaminedrank obesity status, dude, chill\nthat guy can go back to his former shape... https://t.co/1x9fefmdt4'",obesity,obesity status dude chill that guy go back former shape ,0,0,Neutral,"['obesity', 'status', 'dude', 'chill', 'guy', 'former shape']",['former'],The How of Happiness by Sonja Lyubomirsky (book)
4964,b'@rottenindenmark childhood obesity is being caused by cancel culture is what an ai bot fed nothing but fox headli... https://t.co/vfg8kgaaxh',obesity,childhood obesity caused cancel culture ai bot fed nothing fox headli ,0,0,Neutral,"['childhood', 'obesity', 'cancel culture', 'bot', 'fed', 'nothing', 'fox', 'headli']",['cancel'],A Course in Miracles by Foundation for Inner Peace (book)
4965,"b""@yurinotonline @nimbusoflight @dopaminedrank daydreaming is when you guess another person's obesity status?\nnot wha... https://t.co/weyiypmumv""",obesity,  daydreaming guess another person 's obesity status  not wha ,0,0,Neutral,"['guess', 'another person', 'obesity', 'status']",[],"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
4966,b'physician views preview: can virtual care inflate gastric balloons prospects in obesity? https://t.co/fkziwqeo2q... https://t.co/0lu5nbf3in',obesity,physician view preview virtual care inflate gastric balloon prospect obesity,0,0,Neutral,"['physician view', 'virtual care', 'inflate', 'gastric balloon', 'prospect', 'obesity']","['physician', 'virtual', 'gastric']",The Seven Spiritual Laws of Success by Deepak Chopra (book)
4967,"b'our children are eating too many packaged products high in sugars, fats and salt which are linked to obesity &amp; ncds... https://t.co/ruj2zxp2pg'",obesity,our child eating many packaged product high sugar fat salt linked obesity amp ncds ,0.52,0.33,Positive,"['child', 'product', 'high sugar', 'fat salt', 'obesity', 'amp', 'ncds']","['many', 'high', 'fat']","The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
