,Unnamed: 0,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final,recommend,symptoms1
3761,3761,b'@creepygals im so sad i missed your opening! \ni got the flu  \ni cant wait to meet you and talk about your art! y... https://t.co/asovbfee7v',flu,im sad missed opening  i got flu  i cant wait meet talk a,1.0,-0.5,Negative,"['im sad', 'i', 'flu i', 'wait', 'meet', 'talk']","['im', 'flu']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3764,3764,b'what is keto flu? is it serious?\nhttps://t.co/gmnqflecmm\n#ketogenic #finallyketo #keto #ketoflu https://t.co/b5gnj4azka',flu,what keto flu serious   finallyketo keto ketoflu,0.666666667,-0.333333333,Negative,"['serious finallyketo', 'keto', 'ketoflu']",['serious'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3771,3771,b'my 2023 so far:\n-covid \n-stomach flu\n-car accident\n\ni dont know what i did to make the universe hate me so much bu... https://t.co/4lphcxb9vu',flu,my far   covid   stomach flu  car accident  i dont know make universe hate much bu ,0.7,-0.166666667,Negative,"['covid stomach', 'flu', 'car', 'accident', 'i', 'universe hate', 'much bu']","['covid', 'universe', 'much']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3772,3772,"b""flu gotten worse and i can't breathe  fuck!!!!""",flu,  flu gotten worse ca n't breathe fuck  ,0.6,-0.4,Negative,"['flu', 'gotten', 'fuck']",['worse'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3779,3779,"b'@dc_draino  hey - remember when millions of poultry were culled due to ""bird flu"" back when obama was in office? k... https://t.co/vynfu80xaf'",flu,hey remember million poultry culled due   bird flu   back obama office k ,0.1875,-0.0625,Negative,"['poultry', 'due bird', 'flu', 'obama office', 'k']","['hey', 'due', 'obama']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3780,3780,b'@technop54777070 @melissalmrogers that flu has passed thru the population already.  if these chicken survived till... https://t.co/rjvbnkj1de',flu,flu passed thru population already chicken survived till ,0.95,-0.6,Negative,"['flu', 'thru population', 'till']",['thru'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3783,3783,"b'got the worst stomache flu in years, can barely breathe cause of the bloating ,constant shitting, havent been able... https://t.co/zsbwtmbwyi'",flu,got worst stomache flu year barely breathe cause bloating constant shitting havent able ,0.514583333,-0.1125,Negative,"['stomache', 'flu year', 'breathe cause', 'havent']","['worst', 'flu', 'breathe', 'constant', 'able']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3784,3784,b'@gillianmckeith and i remember backbone nerves inflammation that made me unable to walk for 2 months after taking flu shot.',flu,remember backbone nerve inflammation made unable walk month taking flu shot,0.5,-0.5,Negative,"['backbone', 'nerve', 'inflammation', 'unable walk month', 'flu', 'shot']","['unable', 'walk']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3786,3786,"b'@jmclennan8 @bgiourme @andrewknack i have had 4 covid shots, i also had a flu shot every year for as long as i can... https://t.co/nsgfgblkpa'",flu,covid shot also flu shot every year long ,0.4,-0.05,Negative,"['covid', 'shot', 'shot', 'every year']",[],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3790,3790,b'rt @flutrackers: spain - galicia has detected a new case of bird flu in a yellow-legged gull found dead in moras https://t.co/yrqtahtfv8',flu, spain galicia detected new case bird flu yellow legged gull found dead moras,0.427272727,-0.031818182,Negative,"['spain', 'galicia', 'new case', 'bird', 'flu', 'gull']","['new', 'dead']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3792,3792,b'why are global authorities suddenly so concerned that the bird flu might start spreading widely among humans?  and... https://t.co/82d5zgwm2z',flu,why global authority suddenly concerned bird flu might staspreading widely among human ,0.25,-0.025,Negative,"['global authority', 'concerned bird', 'flu']","['global', 'concerned', 'human']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3795,3795,"b'we need your help! we want your opinion on subjects like covid-19, the flu and public health so we can learn to bet... https://t.co/baf1kozfgd'",flu,we need help want opinion subject like covid  flu public health learn bet ,0.2,-0.083333333,Negative,"['opinion', 'subject', 'covid', 'public health', 'learn', 'bet']",['public'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3797,3797,b'how did the flu shot make yall feel? im mad i gotta get that shit for these new jobs in these hospitals ',flu,how flu shot make yall feel im mad got ta get shit new johospital,0.751515152,-0.229545455,Negative,"['yall feel', 'im mad', 'shit new johospital']","['flu', 'shot', 'yall', 'im', 'ta', 'shit', 'new']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3806,3806,"b""rt @nhsney: 3.3 million flu vaccines have now been delivered across the north east &amp; yorkshire!\n\n...and it's not too late to come forward fo...""",flu,  million flu vaccine delivered across north east amp yorkshire     's late come forward fo   ,0.6,-0.3,Negative,"['flu vaccine', 'north east amp', 'yorkshire', 'fo']","['flu', 'north', 'east', 'late']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3818,3818,"b'@sebastiandanzig you have the flu sounds like?!  so sorry your feeling like crap!!  od on some citrus/vitamin c, an... https://t.co/zvgi6rx0ar'",flu,flu sound like sorry feeling like crap od citrus vitamin c ,0.733333333,-0.3,Negative,"['sound', 'crap', 'citrus', 'vitamin', 'c']",['sorry'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3821,3821,"b'@sincerelydirkuu no cause what the hell is the flu? what do you mean, i have a ear infection? how the fuck do e... https://t.co/b8gtxnxke9'",flu,cause hell flu mean ear infection fuck e ,0.64375,-0.35625,Negative,"['cause', 'hell', 'flu mean ear infection', 'e']","['flu', 'mean', 'ear']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3824,3824,b'cartel bombing would destroy usa. nebulizer vs rsv. bird flu toxin. narcissism behind train crashes?\n\n#cartels #rsv... https://t.co/ymlztexxwp',flu,cartel bombing would destroy usa nebulizer v rsv bird flu toxin narcissism behind train crash   cartels rsv ,0.35,-0.3,Negative,"['cartel', 'usa nebulizer', 'v', 'rsv', 'bird', 'flu', 'toxin', 'narcissism', 'train', 'crash']",['usa'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3827,3827,"b'rt @connardanonyme1: so the whole story about the guy on the plane with bird flu was, predictably, fake'",flu, whole story guy plane bird flu predictably fake,0.7,-0.15,Negative,"['whole story', 'guy', 'plane', 'bird', 'flu']",['whole'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3828,3828,b'sean omalley trolls bryce mitchell after thug nasty explains why he fought with the flu at ufc 282 #mma... https://t.co/srsrdrpanb',flu,sean omalley troll bryce mitchell thug nasty explains fought flu ufc mma ,1.0,-1.0,Negative,"['sean omalley', 'troll', 'bryce', 'mitchell', 'ufc mma']","['sean', 'nasty', 'ufc']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3835,3835,"b'a highly-contagious, deadly avian flu has wreaked havoc in the egg market, constraining the national egg supply. th... https://t.co/xtwvmtkpvd'",flu,highly contagious deadly avian flu wreaked havoc egg market constraining national egg supply th ,0.4,-0.2,Negative,"['avian flu', 'havoc egg', 'market', 'national egg', 'supply', 'th']","['contagious', 'avian', 'havoc', 'national']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
